CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	060207d8-8299-496f-8480-1bc62c1eb7e8	Psychologie	0	NA	8	650	50	0	0	0	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	683621f9-009a-4824-b334-15145f717503	empfundener Leistungsdruck_neutral	0	NA	8	250	180	0	0	0	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	5b1ca197-bc8b-4733-ab92-37ff394c8e5a	allgemeines Lehrklima_neutral	0	NA	8	650	180	0	0	0	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	eb58e5e7-8ee1-4590-98d1-e76cbe818d7f	empfundene Unterstützung_neutral	0	NA	8	1050	180	0	0	0	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	256aa000-a05f-4a60-b23b-5c7020c712f9	NC_ambivalent	10	NA	14	121.01395606994627	306.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	fa3c98f0-bc52-44d2-9dcf-b05f38029951	Kommiliton*innen_positive	3	NA	19	578.0139560699463	299.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	4e8966cd-2e3b-462d-a478-dfcc94b2ecbc	Vernetzung_positive	2	NA	52	965.0139560699464	275.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	9ca557b7-3982-4027-8c60-e1dd89d0992c	Fragenstellen_positive	2	NA	29	977.0139560699464	574.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	25cdc14a-b88c-449f-a761-cbb48e37c2ca	Masterplatzvergabe_negative	-3	NA	3	212.0139560699463	390.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	d34de20f-b904-486d-9fbd-90cdec90e425	Austausch_positive	2	NA	52	778.0139560699463	229.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	461976b0-c712-4c90-b8cd-aeac0d06bc4b	Überforderung_negative	-2	NA	29	351.0139560699463	309.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	e2257ff0-db5d-4061-b8b0-aef68b6f55d9	Dozent*innen_positive	3	NA	57	696.0139560699463	546.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	e221c6bc-f6a2-4a05-ba17-9e59bcad6f87	Hilfsbereitschaft_positive	3	NA	51	917.0139560699464	464.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	2d5302e6-f10c-4574-bef4-3710f197b7f1	Austausch_positive	2	NA	9	772.0139560699463	451.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	e8c40bf7-8446-44f9-b861-32a0a5e10001	Notendominanz	10	NA	48	81.01395606994629	436.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	ebe90261-248f-4161-a2d8-7cfc42447054	Zeitmangel_negative	-2	NA	40	281.0139560699463	462.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	c528b0d9-3d63-40e7-9c9d-c96b350b2a1b	Freizeit_negative	-3	NA	5	94.01395606994627	590.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	ad5672cb-25f9-412c-aa46-7cb2fc451871	Ablenkungspotential_negative	-1	NA	31	442.0139560699463	236.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	fdd90024-4733-4c4b-94f9-4be90acc3f7d	Fragenstellen_positive	1	NA	36	1148.0139560699463	569.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	fe2542ef-278f-4e5e-8bf2-94cadf05f84a	Fragenbeantwortung_positive	3	NA	37	936.0139560699464	374.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	771fe56c-ae82-4cc8-967b-2c1f877e8036	Auswirkung auf Psyche_negative	-3	NA	57	311.0139560699463	592.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	634a0cc7-23b8-4089-b70b-f068aaf008c4	Klausuren_negative	-1	NA	47	460.0139560699463	435.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	d7dd7769-eadf-48b1-863a-dd7775964c0c	gegenseitiges Feedback_negative	-2	NA	21	1066.0139560699463	359.0250244140625	1	1	1	TRUE
362e305c-21b2-43ec-bb94-b48efabeda12	part2_6580	3fb9961a-371b-40e6-8c1e-4694679cc382	Studiumsinhalt_positive	2	NA	19	514.0139560699463	567.0250244140625	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	7df7bca4-c26c-4178-a97f-f6df2de18263	Psychologie	0	an der Uni Freiburg	33	650	50	0	0	0	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	0a6d0766-3bd5-4b72-9c92-cdd6ad55a42f	empfundener Leistungsdruck_neutral	0	NA	33	250	180	0	0	0	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	88e98d3e-12a8-44fb-bf6d-d6ab3e304b57	allgemeines Lehrklima_neutral	0	NA	33	650	180	0	0	0	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	05a9c543-3460-4a11-b391-c70d540b5126	empfundene Unterstützung_positive	1	NA	33	1050	180	0	0	0	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	78bd4599-0535-4b28-af62-b7138abfc528	strukturelle Faktoren	0	NA	24	126	274	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	f75105de-dc1d-4940-a4b7-c5a646f76a14	persönliche Faktoren	0	NA	16	320	276	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	14832c47-8a78-45d4-a382-efed8e884fba	NC_negative	-2	NA	41	57	361	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	9db18127-651b-42c7-8460-67cfba5ef6f0	Zukunftsangst_negative	-3	Wenn mein NC nicht gut genug ist, dann habe ich keine Chance auf einen Masterplatz und die ganze M+he ist umsonst?	56	59	444	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	60b049c6-ce28-431d-9fc0-dd34b72a7230	Praktikumssuche_negative	-3	Praktikas sind nach der neuen PO wenn ein Interesse an klinischem Master besteht nur im klinischen Bereich möglich.	17	162	434	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	d89e3351-a443-4303-a43d-07a56af6989f	Praktika_positive	2	NA	0	169	359	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	eda6a739-9216-47ae-ab2b-6dc122e51d5d	Zeitmangel_negative	-2	Zeitmangel, mehrere Richtungen auszuprobieren bzw sich entscheiden müssen zwischen lernen (damit guter NC) oder Praktika und herausfinden, wo man sich wirklich investieren soll	55	158	524	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	134ddd4f-449b-4c28-9913-4929dc8ee18a	Lernmotivation_positive	2	NA	8	420	350	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	f7310b19-b321-4dc2-b4d2-78213305ffe6	sozialer Vergleich_negative	-1	NA	37	291	395	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	f5efd09b-f56d-4079-b5df-500629920dc5	Dozent*innen_ambivalent	10	NA	29	755	268	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	813bebc7-4081-45d5-9962-748f9adb3d92	Dozent*innen_positive	3	"Bemüht, Präsenzveranstaltungen aufrecht zu erhalten und motiviert, Freude am Fach zu vermitteln
"	54	824	365	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	d6aae10c-d764-48c6-8ef3-95b20410d89f	extrinsische Motivation_negative	-3	Wenig Motivation am vermitteln der Inhalte	35	680	370	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	38130ef4-5590-4d23-bd15-8c4af19e3140	POrüfungsvorbereitung	10	Bereitstellen von Prüfungsaufgaben durch die meisten Dozenten	11	768	465	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	ae6d4877-9a27-490a-b6b4-a3b79eeaafbc	Folien_positive	2	NA	53	913	457	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	cddfc117-a45a-472c-822e-87fe2a700aed	Online-Vorlesungen_negative	-3	NA	19	587	445	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	d9777735-7c53-4e63-af8d-135494e04f4e	Hilfsbereitschaft_positive	1	NA	55	940	349	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	a33e75f7-102b-4659-9dfc-587d50e9adce	Stress_negative	-3	NA	20	440	213	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	722e73fb-b1ad-44cf-948a-43b24d3acc72	Einführungsveranstaltungen_positive	1	NA	49	1198	272	1	1	1	TRUE
5a9792c0-0e32-4db3-8b9e-c439bec95ded	part2_6574	ff2d3b50-78f4-4f9c-9768-8d0194b7ed6e	Seminare_positive	1	NA	22	587	272	1	1	1	TRUE
